linux_file_name,pc_file_name,distract_condition,target_color_condition,back_color_condition,distractor_color_condition,cue_condition,target_condition,correct_response,target_pos_index_condition
stimuli/block_02_trial_036.png,stimuli\block_02_trial_036.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,5
stimuli/block_02_trial_037.png,stimuli\block_02_trial_037.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,0
stimuli/block_02_trial_038.png,stimuli\block_02_trial_038.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,5
stimuli/block_02_trial_039.png,stimuli\block_02_trial_039.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,6
stimuli/block_02_trial_040.png,stimuli\block_02_trial_040.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,2
stimuli/block_02_trial_041.png,stimuli\block_02_trial_041.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,5
stimuli/block_02_trial_042.png,stimuli\block_02_trial_042.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,8
stimuli/block_02_trial_043.png,stimuli\block_02_trial_043.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,4
stimuli/block_02_trial_044.png,stimuli\block_02_trial_044.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,6
stimuli/block_02_trial_045.png,stimuli\block_02_trial_045.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,8
stimuli/block_02_trial_046.png,stimuli\block_02_trial_046.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,0
stimuli/block_02_trial_047.png,stimuli\block_02_trial_047.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,4
stimuli/block_02_trial_048.png,stimuli\block_02_trial_048.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,3
stimuli/block_02_trial_049.png,stimuli\block_02_trial_049.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,7
stimuli/block_02_trial_050.png,stimuli\block_02_trial_050.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,8
stimuli/block_02_trial_051.png,stimuli\block_02_trial_051.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,6
stimuli/block_02_trial_052.png,stimuli\block_02_trial_052.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,3
stimuli/block_02_trial_053.png,stimuli\block_02_trial_053.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,5
stimuli/block_02_trial_054.png,stimuli\block_02_trial_054.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,1
stimuli/block_02_trial_055.png,stimuli\block_02_trial_055.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,7
stimuli/block_02_trial_056.png,stimuli\block_02_trial_056.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,8
stimuli/block_02_trial_057.png,stimuli\block_02_trial_057.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,1
stimuli/block_02_trial_058.png,stimuli\block_02_trial_058.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,6
stimuli/block_02_trial_059.png,stimuli\block_02_trial_059.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,1
stimuli/block_02_trial_060.png,stimuli\block_02_trial_060.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,7
stimuli/block_02_trial_061.png,stimuli\block_02_trial_061.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,4
stimuli/block_02_trial_062.png,stimuli\block_02_trial_062.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,3
stimuli/block_02_trial_063.png,stimuli\block_02_trial_063.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,6
stimuli/block_02_trial_064.png,stimuli\block_02_trial_064.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,0
stimuli/block_02_trial_065.png,stimuli\block_02_trial_065.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,2
stimuli/block_02_trial_066.png,stimuli\block_02_trial_066.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,0
stimuli/block_02_trial_067.png,stimuli\block_02_trial_067.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,4
stimuli/block_02_trial_068.png,stimuli\block_02_trial_068.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,5
stimuli/block_02_trial_069.png,stimuli\block_02_trial_069.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,6
stimuli/block_02_trial_070.png,stimuli\block_02_trial_070.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,5
stimuli/block_02_trial_071.png,stimuli\block_02_trial_071.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,5
